"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234818"",7,""2c3a307500018c00"",""2024-03-12 09:13:39.890917"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234755"",6,""2d3a317600018900"",""2024-03-12 09:12:36.734398"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234692"",5,""2d3b317700018700"",""2024-03-12 09:11:33.559073"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234629"",4,""2d3a307600018700"",""2024-03-12 09:10:30.422052"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234566"",3,""2d3a307500018c00"",""2024-03-12 09:09:27.251162"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378209,""1710234502"",2,""2d3a307700018c00"",""2024-03-12 09:09:16.233821"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234504"",1,""2d3a307700018e00"",""2024-03-12 09:08:24.069285"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234492"",0,""2c3a307600018c00"",""2024-03-12 09:08:23.656051"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234471"",3,""2d3a307500018c00"",""2024-03-12 09:07:52.237194"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378209,""1710234407"",2,""2d3b307600018c00"",""2024-03-12 09:07:45.24835"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234408"",1,""2d3b307600018c00"",""2024-03-12 09:06:49.073613"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234401"",0,""2d3b307600018c00"",""2024-03-12 09:06:48.752244"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234349"",27,""2d3b307600018c00"",""2024-03-12 09:05:51.980266"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234287"",26,""2e3b307600018900"",""2024-03-12 09:04:48.821966"""
"DEV:,""1269286715709752633"",""1234605616436508552"",419378215,""1710234224"",25,""2e3b307500018c00"",""2024-03-12 09:03:45.651875"""
